Transaction Date,Account,Transaction Description,Counterparty,Amount $,Credit/Debit,Opposite Account Number,Country,FATF Country Risk Rating
2022-01-05,123457,International Wire Out,Johnson Controls,7058.04,Credit,,India,High
2022-01-05,123457,International Wire Out,Honeywell,1134.15,Credit,,India,High
2022-01-05,123457,ACH Out,Eaton,5450.49,Debit,,,
2022-01-05,123457,Domestic Wire Out,ITT Inc.,9234.55,Debit,,,
2022-01-05,123457,Cash Out,,724.39,Debit,,,
2022-01-05,123457,Domestic Wire In,Caterpillar,7380.61,Credit,,,
2022-01-05,123457,ACH Out,Danaher,9489.51,Debit,,,
2022-01-05,123457,ACH In,Parker-Hannifin,9818.47,Credit,,,
2022-01-05,123457,International Wire Out,Caterpillar,8784.19,Credit,,China,Medium
2022-01-05,123457,Domestic Wire In,Dover Corporation,6341.94,Credit,,,
2022-01-05,123456,Internal Transfer Out,,5383.56,Credit,123457,,
2022-01-06,123457,Cash In,,136.38,Credit,,,
2022-01-06,123457,Internal Transfer In,,5257.33,Credit,,,
2022-01-06,123457,Domestic Wire Out,Danaher,1506.4,Debit,,,
2022-01-06,123457,Cash In,,3677.9,Credit,,,
2022-01-06,123457,Internal Transfer In,,8556.6,Credit,,,
2022-01-06,123457,ACH In,Caterpillar,200.51,Credit,,,
2022-01-06,123456,Internal Transfer Out,,2746.58,Credit,123457,,
2022-01-06,123457,International Wire In,3M,1140.58,Credit,,China,Medium
2022-01-06,123456,Internal Transfer Out,,333.65,Credit,123457,,
2022-01-06,123457,Internal Transfer In,,4546.09,Credit,,,
2022-01-06,123457,Domestic Wire Out,ITT Inc.,9608.25,Debit,,,
2022-01-06,123456,Internal Transfer Out,,5725.13,Credit,123457,,
2022-01-06,123457,Cash In,,3170.03,Credit,,,
2022-01-06,123457,Internal Transfer In,,8535.19,Credit,,,
2022-01-06,123457,International Wire Out,Illinois Tool Works,4816.8,Credit,,USA,Medium
2022-01-06,123457,Internal Transfer In,,8765.8,Credit,,,
2022-01-06,123457,Internal Transfer In,,7311.84,Credit,,,
2022-01-06,123457,International Wire In,Johnson Controls,3889.03,Credit,,India,Low
2022-01-06,123457,Domestic Wire Out,Caterpillar,2129.08,Debit,,,
2022-01-06,123457,ACH Out,Illinois Tool Works,3485.22,Debit,,,
2022-01-06,123457,ACH Out,ABB,6067.58,Debit,,,
2022-01-06,123457,ACH In,Ingersoll Rand,4409.05,Credit,,,
2022-01-06,123457,ACH Out,Johnson Controls,4163.4,Debit,,,
2022-01-06,123457,ACH Out,Johnson Controls,4492.31,Debit,,,
2022-01-06,123456,Internal Transfer Out,,4077.54,Credit,123457,,
2022-01-06,123457,ACH Out,Siemens,5318.49,Debit,,,
2022-01-06,123457,International Wire Out,Siemens,4595.37,Credit,,USA,Low
2022-01-06,123457,Cash In,,474.83,Credit,,,
2022-01-06,123457,Cash Out,,648.64,Debit,,,
2022-01-06,123457,Cash In,,6829.67,Credit,,,
2022-01-06,123456,Internal Transfer Out,,6273.25,Credit,123457,,
2022-01-06,123457,Domestic Wire In,Cummins,8818.85,Credit,,,
2022-01-06,123456,Internal Transfer Out,,6674.26,Credit,123457,,
2022-01-06,123457,International Wire In,Xylem,3380.51,Credit,,China,Low
2022-01-06,123456,Internal Transfer Out,,7637.19,Credit,123457,,
2022-01-06,123457,ACH In,Siemens,1427.1,Credit,,,
2022-01-06,123457,International Wire Out,ITT Inc.,9084.96,Credit,,China,Low
2022-01-06,123457,ACH In,Eaton,392.93,Credit,,,
2022-01-06,123457,ACH Out,Johnson Controls,6639.3,Debit,,,
2022-01-06,123457,Domestic Wire Out,Xylem,9478.87,Debit,,,
2022-01-06,123457,Internal Transfer In,,9946.59,Credit,,,
2022-01-06,123457,Cash Out,,9399.35,Debit,,,
2022-01-06,123457,Cash In,,6444.94,Credit,,,
2022-01-06,123456,Internal Transfer Out,,6566.84,Credit,123457,,
2022-01-06,123457,ACH In,Rockwell Automation,7395.8,Credit,,,
2022-01-06,123457,International Wire Out,Dover Corporation,2714.2,Credit,,India,High
2022-01-06,123457,International Wire Out,Eaton,785.77,Credit,,China,Low
2022-01-06,123457,Domestic Wire In,3M,2730.71,Credit,,,
2022-01-06,123456,Internal Transfer Out,,8476.21,Credit,123457,,
2022-01-06,123457,Domestic Wire In,Emerson Electric,9818.63,Credit,,,
2022-01-06,123456,Internal Transfer Out,,291.15,Credit,123457,,
2022-01-06,123457,Domestic Wire In,Honeywell,8404.73,Credit,,,
2022-01-06,123457,ACH Out,Rockwell Automation,7298.74,Debit,,,
2022-01-06,123456,Internal Transfer Out,,3071.59,Credit,123457,,
2022-01-06,123457,ACH In,Parker-Hannifin,958.25,Credit,,,
2022-01-06,123456,Internal Transfer Out,,181.3,Credit,123457,,
2022-01-06,123456,Internal Transfer Out,,2991.23,Credit,123457,,
2022-01-06,123457,Cash In,,4244.21,Credit,,,
2022-01-06,123457,Domestic Wire In,Siemens,4538.48,Credit,,,
2022-01-06,123457,ACH In,Ingersoll Rand,7500.79,Credit,,,
2022-01-06,123457,Cash Out,,1704.49,Debit,,,
2022-01-06,123457,International Wire Out,Parker-Hannifin,7201.36,Credit,,India,Low
2022-01-06,123457,ACH Out,Honeywell,7264.81,Debit,,,
2022-01-06,123457,Domestic Wire In,Siemens,6425.1,Credit,,,
2022-01-06,123457,Cash In,,7407.8,Credit,,,
2022-01-06,123457,Domestic Wire In,Honeywell,1479.33,Credit,,,
2022-01-06,123457,ACH In,Illinois Tool Works,166.42,Credit,,,
2022-01-06,123457,Domestic Wire In,ITT Inc.,7133.01,Credit,,,
2022-01-06,123457,ACH Out,ABB,1983.04,Debit,,,
2022-01-06,123457,Domestic Wire Out,Rockwell Automation,6001.06,Debit,,,
2022-01-06,123457,Domestic Wire Out,Schneider Electric,5682.62,Debit,,,
2022-01-06,123457,ACH Out,Xylem,2551.71,Debit,,,
2022-01-06,123456,Internal Transfer Out,,9308.05,Credit,123457,,
2022-01-06,123457,International Wire In,Ingersoll Rand,9984.24,Credit,,USA,Low
2022-01-06,123456,Internal Transfer Out,,6655.0,Credit,123457,,
2022-01-06,123457,Cash In,,8752.89,Credit,,,
2022-01-06,123457,Internal Transfer In,,6308.91,Credit,,,
2022-01-06,123456,Internal Transfer Out,,960.59,Credit,123457,,
2022-01-06,123457,ACH In,General Electric,3218.42,Credit,,,
2022-01-06,123457,Internal Transfer In,,328.95,Credit,,,
2022-01-06,123457,International Wire In,ABB,9120.36,Credit,,China,Medium
2022-01-06,123457,Cash In,,6937.31,Credit,,,
2022-01-06,123457,ACH Out,Schneider Electric,9676.42,Debit,,,
2022-01-06,123457,Cash Out,,7334.11,Debit,,,
2022-01-06,123457,ACH Out,Deere & Company,1278.53,Debit,,,
2022-01-06,123457,Cash Out,,9964.28,Debit,,,
2022-01-06,123457,Cash Out,,446.65,Debit,,,
2022-01-06,123457,Cash Out,,6251.88,Debit,,,
2022-01-06,123457,ACH In,Eaton,5336.27,Credit,,,
2022-01-06,123457,International Wire In,Caterpillar,2008.28,Credit,,USA,Low
2022-01-06,123457,ACH In,Siemens,9594.02,Credit,,,
2022-01-07,123457,International Wire Out,3M,1713.11,Credit,,India,High
2022-01-07,123457,Internal Transfer In,,8539.02,Credit,,,
2022-01-07,123457,Domestic Wire In,Eaton,3345.34,Credit,,,
2022-01-07,123457,International Wire In,Siemens,4186.21,Credit,,China,Low
2022-01-07,123457,Internal Transfer In,,3618.41,Credit,,,
2022-01-07,123457,International Wire In,Ingersoll Rand,3944.15,Credit,,India,High
2022-01-07,123457,Domestic Wire In,Illinois Tool Works,3317.09,Credit,,,
2022-01-07,123456,Internal Transfer Out,,4690.73,Credit,123457,,
2022-01-07,123457,Cash Out,,790.35,Debit,,,
2022-01-07,123457,International Wire Out,Parker-Hannifin,2651.1,Credit,,China,Medium
2022-01-07,123457,Domestic Wire In,Cummins,6086.2,Credit,,,
2022-01-07,123457,ACH In,Xylem,4088.99,Credit,,,
2022-01-07,123457,International Wire In,Deere & Company,509.89,Credit,,China,High
2022-01-07,123456,Internal Transfer Out,,722.32,Credit,123457,,
2022-01-07,123457,ACH In,Xylem,1042.24,Credit,,,
2022-01-07,123457,ACH In,3M,6683.56,Credit,,,
2022-01-07,123457,ACH In,Schneider Electric,6237.09,Credit,,,
2022-01-07,123456,Internal Transfer Out,,7181.89,Credit,123457,,
2022-01-07,123457,Internal Transfer In,,9521.2,Credit,,,
2022-01-07,123457,ACH In,3M,2827.87,Credit,,,
2022-01-07,123457,Domestic Wire In,3M,8472.7,Credit,,,
2022-01-07,123457,Internal Transfer In,,9676.66,Credit,,,
2022-01-07,123457,Domestic Wire In,Emerson Electric,9273.14,Credit,,,
2022-01-07,123457,International Wire In,Deere & Company,2591.97,Credit,,USA,High
2022-01-07,123457,ACH Out,3M,2348.59,Debit,,,
2022-01-07,123457,International Wire In,Illinois Tool Works,7201.99,Credit,,India,High
2022-01-07,123457,International Wire In,Johnson Controls,8569.93,Credit,,China,Medium
2022-01-07,123456,Internal Transfer Out,,1072.32,Credit,123457,,
2022-01-07,123457,ACH Out,Schneider Electric,3801.5,Debit,,,
2022-01-07,123457,Internal Transfer In,,8194.21,Credit,,,
2022-01-07,123457,ACH Out,Schneider Electric,5100.46,Debit,,,
2022-01-07,123457,Domestic Wire Out,Cummins,3632.07,Debit,,,
2022-01-07,123457,International Wire Out,ITT Inc.,984.45,Credit,,USA,Low
2022-01-07,123457,Cash In,,6115.32,Credit,,,
2022-01-07,123457,Domestic Wire In,ITT Inc.,2541.79,Credit,,,
2022-01-07,123457,ACH In,Rockwell Automation,1416.78,Credit,,,
2022-01-07,123457,International Wire In,Siemens,6185.26,Credit,,USA,Low
2022-01-07,123457,Domestic Wire Out,Ingersoll Rand,1146.36,Debit,,,
2022-01-07,123457,Domestic Wire Out,Ingersoll Rand,9930.02,Debit,,,
2022-01-07,123457,International Wire In,Eaton,2895.75,Credit,,India,Low
2022-01-07,123457,Domestic Wire Out,Illinois Tool Works,215.45,Debit,,,
2022-01-07,123457,Internal Transfer In,,2847.95,Credit,,,
2022-01-07,123457,International Wire Out,Xylem,7823.07,Credit,,USA,Low
2022-01-07,123457,Cash In,,8329.5,Credit,,,
2022-01-07,123457,International Wire Out,Danaher,849.25,Credit,,China,Medium
2022-01-07,123457,International Wire Out,Parker-Hannifin,9369.17,Credit,,China,Low
2022-01-07,123457,Internal Transfer In,,8699.26,Credit,,,
2022-01-07,123457,Domestic Wire In,Eaton,7879.59,Credit,,,
2022-01-07,123457,ACH In,ABB,4908.13,Credit,,,
2022-01-07,123457,Cash Out,,7658.5,Debit,,,
2022-01-07,123457,ACH In,Caterpillar,2851.43,Credit,,,
2022-01-07,123457,ACH Out,Eaton,1247.74,Debit,,,
2022-01-07,123457,ACH In,Emerson Electric,2089.94,Credit,,,
2022-01-07,123457,International Wire Out,Xylem,5113.16,Credit,,USA,Medium
2022-01-07,123457,Domestic Wire Out,Xylem,7322.63,Debit,,,
2022-01-07,123456,Internal Transfer Out,,5383.6,Credit,123457,,
2022-01-07,123457,ACH Out,Ingersoll Rand,8645.11,Debit,,,
2022-01-07,123457,International Wire In,Xylem,9759.32,Credit,,USA,Medium
2022-01-07,123457,ACH In,Parker-Hannifin,7056.16,Credit,,,
2022-01-07,123457,International Wire Out,Xylem,2407.6,Credit,,India,High
2022-01-07,123457,International Wire In,Ingersoll Rand,252.02,Credit,,USA,Medium
2022-01-07,123457,Internal Transfer In,,8161.43,Credit,,,
2022-01-07,123457,ACH In,Xylem,3275.9,Credit,,,
2022-01-07,123457,International Wire In,Rockwell Automation,4595.67,Credit,,China,High
2022-01-07,123456,Internal Transfer Out,,4671.83,Credit,123457,,
2022-01-07,123456,Internal Transfer Out,,6051.09,Credit,123457,,
2022-01-07,123457,Cash Out,,3099.68,Debit,,,
2022-01-07,123457,Cash In,,2480.18,Credit,,,
2022-01-07,123457,International Wire In,Eaton,1934.41,Credit,,India,High
2022-01-07,123456,Internal Transfer Out,,5423.63,Credit,123457,,
2022-01-07,123457,Domestic Wire Out,ABB,3334.69,Debit,,,
2022-01-07,123457,Internal Transfer In,,5402.44,Credit,,,
2022-01-07,123457,Cash Out,,5980.8,Debit,,,
2022-01-07,123457,Domestic Wire Out,Schneider Electric,5489.63,Debit,,,
2022-01-07,123457,Cash In,,5503.63,Credit,,,
2022-01-07,123457,Domestic Wire In,Cummins,3270.5,Credit,,,
2022-01-07,123457,International Wire In,Johnson Controls,1657.69,Credit,,India,High
2022-01-07,123456,Internal Transfer Out,,3071.85,Credit,123457,,
2022-01-07,123457,ACH In,Johnson Controls,9075.54,Credit,,,
2022-01-08,123457,Domestic Wire Out,Ingersoll Rand,7749.97,Debit,,,
2022-01-08,123457,Domestic Wire In,Xylem,7973.26,Credit,,,
2022-01-08,123457,Cash Out,,6199.01,Debit,,,
2022-01-08,123457,Cash Out,,6453.66,Debit,,,
2022-01-08,123457,Cash Out,,157.58,Debit,,,
2022-01-08,123457,Cash In,,8416.56,Credit,,,
2022-01-08,123457,Cash In,,4583.86,Credit,,,
2022-01-08,123456,Internal Transfer Out,,1502.41,Credit,123457,,
2022-01-08,123457,International Wire Out,Illinois Tool Works,4049.94,Credit,,USA,High
2022-01-08,123457,ACH In,Rockwell Automation,9607.6,Credit,,,
2022-01-08,123457,Internal Transfer In,,3684.3,Credit,,,
2022-01-08,123457,International Wire In,Caterpillar,4360.36,Credit,,India,Low
2022-01-08,123457,Cash In,,8074.9,Credit,,,
2022-01-08,123457,International Wire In,3M,3046.92,Credit,,USA,Medium
2022-01-08,123456,Internal Transfer Out,,9960.69,Credit,123457,,
2022-01-08,123457,Domestic Wire In,Rockwell Automation,8668.91,Credit,,,
2022-01-08,123457,Cash Out,,2291.41,Debit,,,
2022-01-08,123456,Internal Transfer Out,,1945.14,Credit,123457,,
2022-01-08,123457,Cash Out,,4515.91,Debit,,,
2022-01-08,123457,Cash In,,6541.38,Credit,,,
2022-01-08,123457,Domestic Wire Out,Danaher,6628.56,Debit,,,
2022-01-08,123456,Internal Transfer Out,,9474.9,Credit,123457,,
2022-01-08,123457,ACH Out,Illinois Tool Works,6745.62,Debit,,,
2022-01-08,123457,Internal Transfer In,,7817.65,Credit,,,
2022-01-08,123457,International Wire In,Illinois Tool Works,3333.89,Credit,,USA,Medium
2022-01-08,123457,Cash Out,,5233.77,Debit,,,
2022-01-08,123457,Cash Out,,3539.24,Debit,,,
2022-01-08,123457,International Wire Out,Honeywell,6692.06,Credit,,India,Low
2022-01-08,123457,Domestic Wire In,Ingersoll Rand,2943.16,Credit,,,
2022-01-08,123457,International Wire Out,3M,9676.7,Credit,,India,High
2022-01-08,123457,Cash In,,3487.46,Credit,,,
2022-01-08,123457,ACH In,Xylem,7161.8,Credit,,,
2022-01-08,123457,ACH Out,Deere & Company,1740.37,Debit,,,
2022-01-08,123457,Internal Transfer In,,9704.95,Credit,,,
2022-01-08,123457,Internal Transfer In,,3127.99,Credit,,,
2022-01-08,123457,Cash In,,3616.4,Credit,,,
2022-01-08,123457,International Wire Out,Johnson Controls,9708.8,Credit,,India,Low
2022-01-08,123457,Cash In,,4987.59,Credit,,,
2022-01-08,123457,Internal Transfer In,,5466.64,Credit,,,
2022-01-08,123456,Internal Transfer Out,,2303.81,Credit,123457,,
2022-01-08,123457,Domestic Wire In,ITT Inc.,9366.63,Credit,,,
2022-01-08,123457,Cash Out,,2322.14,Debit,,,
2022-01-08,123457,International Wire In,Rockwell Automation,8603.98,Credit,,USA,Medium
2022-01-08,123457,Domestic Wire In,Deere & Company,181.97,Credit,,,
2022-01-08,123457,Domestic Wire Out,Parker-Hannifin,2423.36,Debit,,,
2022-01-08,123457,International Wire Out,Eaton,7799.59,Credit,,China,Medium
2022-01-08,123457,ACH In,General Electric,9723.87,Credit,,,
2022-01-08,123457,ACH Out,Deere & Company,3442.95,Debit,,,
2022-01-08,123456,Internal Transfer Out,,8148.77,Credit,123457,,
2022-01-08,123457,Internal Transfer In,,4916.27,Credit,,,
2022-01-08,123457,Domestic Wire Out,Illinois Tool Works,1440.76,Debit,,,
2022-01-08,123457,Domestic Wire Out,Ingersoll Rand,4342.39,Debit,,,
2022-01-08,123457,International Wire In,Johnson Controls,6118.69,Credit,,China,High
2022-01-08,123457,Internal Transfer In,,1454.1,Credit,,,
2022-01-08,123457,Domestic Wire In,Schneider Electric,8436.01,Credit,,,
2022-01-08,123457,ACH In,Rockwell Automation,8673.36,Credit,,,
2022-01-08,123457,ACH In,Emerson Electric,4847.63,Credit,,,
2022-01-08,123457,Cash In,,7830.42,Credit,,,
2022-01-08,123456,Internal Transfer Out,,3310.99,Credit,123457,,
2022-01-08,123457,Internal Transfer In,,4044.53,Credit,,,
2022-01-08,123457,International Wire In,General Electric,4277.9,Credit,,China,Low
2022-01-08,123457,Domestic Wire In,Johnson Controls,2461.28,Credit,,,
2022-01-08,123457,Domestic Wire Out,Schneider Electric,1600.66,Debit,,,
2022-01-08,123457,Domestic Wire In,Xylem,6742.24,Credit,,,
2022-01-08,123457,International Wire In,Eaton,8537.32,Credit,,India,Low
2022-01-08,123457,International Wire Out,Dover Corporation,4364.83,Credit,,USA,Low
2022-01-08,123457,Domestic Wire In,Emerson Electric,2418.81,Credit,,,
2022-01-08,123456,Internal Transfer Out,,7239.64,Credit,123457,,
2022-01-08,123457,Domestic Wire In,Eaton,6197.48,Credit,,,
2022-01-08,123457,Cash In,,1414.99,Credit,,,
2022-01-08,123457,Cash In,,7841.72,Credit,,,
2022-01-08,123457,ACH In,ABB,5567.19,Credit,,,
2022-01-08,123457,International Wire In,General Electric,2256.41,Credit,,USA,Low
2022-01-08,123457,Cash Out,,4258.22,Debit,,,
2022-01-08,123457,Cash In,,2364.57,Credit,,,
2022-01-08,123457,International Wire Out,Emerson Electric,7102.73,Credit,,USA,Low
2022-01-08,123457,International Wire In,Honeywell,5096.08,Credit,,USA,Low
2022-01-08,123457,Cash Out,,904.11,Debit,,,
2022-01-08,123457,Domestic Wire Out,Caterpillar,4679.27,Debit,,,
2022-01-08,123457,ACH In,Caterpillar,8149.64,Credit,,,
2022-01-08,123457,Internal Transfer In,,3511.14,Credit,,,
2022-01-09,123456,Internal Transfer Out,,1293.19,Credit,123457,,
2022-01-09,123457,Domestic Wire Out,Honeywell,5840.31,Debit,,,
2022-01-09,123457,Domestic Wire In,Xylem,7591.2,Credit,,,
2022-01-09,123456,Internal Transfer Out,,357.23,Credit,123457,,
2022-01-09,123457,Internal Transfer In,,5598.71,Credit,,,
2022-01-09,123457,ACH Out,Honeywell,3221.82,Debit,,,
2022-01-09,123456,Internal Transfer Out,,7114.76,Credit,123457,,
2022-01-09,123456,Internal Transfer Out,,3458.75,Credit,123457,,
2022-01-09,123457,Internal Transfer In,,3544.8,Credit,,,
2022-01-09,123456,Internal Transfer Out,,2556.61,Credit,123457,,
2022-01-09,123457,Domestic Wire In,Dover Corporation,9188.25,Credit,,,
2022-01-09,123457,Cash In,,1221.85,Credit,,,
2022-01-09,123456,Internal Transfer Out,,1705.16,Credit,123457,,
2022-01-09,123457,Domestic Wire In,Siemens,1856.87,Credit,,,
2022-01-09,123457,Cash Out,,2410.18,Debit,,,
2022-01-09,123457,Internal Transfer In,,2259.82,Credit,,,
2022-01-09,123457,ACH Out,General Electric,5347.75,Debit,,,
2022-01-09,123457,ACH Out,Rockwell Automation,3864.86,Debit,,,
2022-01-09,123457,Cash In,,4249.42,Credit,,,
2022-01-09,123457,ACH Out,Cummins,8960.08,Debit,,,
2022-01-09,123457,International Wire Out,General Electric,5799.73,Credit,,India,Low
2022-01-09,123457,ACH Out,Eaton,7478.26,Debit,,,
2022-01-09,123457,Domestic Wire Out,Danaher,3878.26,Debit,,,
2022-01-09,123457,International Wire Out,Cummins,1093.69,Credit,,India,High
2022-01-09,123457,Internal Transfer In,,8949.11,Credit,,,
2022-01-09,123457,ACH In,ABB,3706.26,Credit,,,
2022-01-09,123457,Cash In,,8599.09,Credit,,,
2022-01-09,123457,ACH In,Johnson Controls,1036.99,Credit,,,
2022-01-09,123457,ACH In,Johnson Controls,6168.28,Credit,,,
2022-01-09,123457,International Wire In,Ingersoll Rand,6063.78,Credit,,USA,Low
2022-01-09,123457,International Wire Out,Honeywell,9972.86,Credit,,India,High
2022-01-09,123457,ACH Out,Schneider Electric,2742.57,Debit,,,
2022-01-09,123457,Internal Transfer In,,3846.97,Credit,,,
2022-01-09,123457,Cash Out,,7069.15,Debit,,,
2022-01-09,123457,Cash In,,6214.42,Credit,,,
2022-01-09,123457,Internal Transfer In,,4268.16,Credit,,,
2022-01-09,123457,Domestic Wire Out,Deere & Company,2234.23,Debit,,,
2022-01-09,123457,Internal Transfer In,,6378.36,Credit,,,
2022-01-09,123457,Internal Transfer In,,652.21,Credit,,,
2022-01-09,123457,Cash Out,,233.24,Debit,,,
2022-01-09,123457,Domestic Wire In,ABB,8768.71,Credit,,,
2022-01-09,123457,Domestic Wire In,Danaher,6481.54,Credit,,,
2022-01-09,123457,ACH Out,Cummins,5386.4,Debit,,,
2022-01-09,123457,ACH Out,Eaton,2798.11,Debit,,,
2022-01-09,123457,ACH In,Cummins,6757.7,Credit,,,
2022-01-09,123457,Domestic Wire Out,Illinois Tool Works,6064.09,Debit,,,
2022-01-09,123457,Cash Out,,7033.93,Debit,,,
2022-01-09,123457,Domestic Wire In,Xylem,5542.03,Credit,,,
2022-01-09,123457,International Wire In,Parker-Hannifin,4060.89,Credit,,USA,Medium
2022-01-09,123457,International Wire In,General Electric,209.34,Credit,,USA,Low
2022-01-09,123457,Domestic Wire Out,Ingersoll Rand,4125.79,Debit,,,
2022-01-09,123457,Internal Transfer In,,877.51,Credit,,,
2022-01-09,123457,Internal Transfer In,,5888.57,Credit,,,
2022-01-09,123457,Domestic Wire Out,Siemens,8860.56,Debit,,,
2022-01-09,123457,Domestic Wire In,Caterpillar,9848.41,Credit,,,
2022-01-09,123457,International Wire Out,General Electric,9014.66,Credit,,USA,Low
2022-01-09,123457,Cash Out,,2483.36,Debit,,,
2022-01-09,123457,International Wire In,ITT Inc.,2643.02,Credit,,USA,High
2022-01-09,123457,ACH Out,Deere & Company,2633.49,Debit,,,
2022-01-09,123457,ACH In,Ingersoll Rand,3362.2,Credit,,,
2022-01-09,123457,Cash Out,,1144.3,Debit,,,
2022-01-09,123456,Internal Transfer Out,,3810.76,Credit,123457,,
2022-01-09,123457,Domestic Wire In,Illinois Tool Works,2882.48,Credit,,,
2022-01-09,123457,ACH Out,ABB,9908.35,Debit,,,
2022-01-09,123457,International Wire In,Johnson Controls,424.46,Credit,,China,Medium
2022-01-09,123457,Cash Out,,8614.99,Debit,,,
2022-01-09,123457,ACH In,3M,6338.82,Credit,,,
2022-01-09,123457,Internal Transfer In,,5468.5,Credit,,,
2022-01-09,123457,ACH In,Siemens,3306.27,Credit,,,
2022-01-09,123457,Domestic Wire Out,Danaher,4750.75,Debit,,,
2022-01-09,123457,International Wire Out,Illinois Tool Works,2522.8,Credit,,USA,High
2022-01-09,123457,Internal Transfer In,,2102.37,Credit,,,
2022-01-09,123457,Cash Out,,3276.17,Debit,,,
2022-01-09,123457,International Wire In,Danaher,8894.16,Credit,,India,Low
2022-01-09,123457,ACH Out,Eaton,2114.86,Debit,,,
2022-01-09,123457,International Wire In,Illinois Tool Works,8721.97,Credit,,USA,Low
